date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:00:43	3892/3892	---M--	200	added ('OK')	image/gif	etag:%227c2d6-f34-4f02eb06%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0404421.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0404421.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3.htm)
08:00:44	3196/3196	---M--	200	added ('OK')	image/gif	etag:%227c2d8-c7c-4f02eb07%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0410211.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0410211.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3.htm)
08:00:45	50505/50505	---M--	200	added ('OK')	image/jpeg	etag:%223426b-c549-4f02eb05%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto1_grafica/Paolo.jpg	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto1_grafica/Paolo.jpg	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto1.htm)
08:00:45	4317/4317	---M--	200	added ('OK')	image/gif	etag:%227c2da-10dd-4f02eb07%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0410225.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0410225.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3.htm)
08:00:45	2949/2949	---M--	200	added ('OK')	image/gif	etag:%227c2dc-b85-4f02eb08%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0411450.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0411450.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3.htm)
08:00:46	1450/1450	---M--	200	added ('OK')	image/gif	etag:%222c4252-5aa-4f02eb0e%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/arm-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/arm-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:46	3504/3504	---M--	200	added ('OK')	image/gif	etag:%227c2de-db0-4f02eb0c%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0411460.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3_grafica/j0411460.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/aspetto3.htm)
08:00:46	1290/1290	---M--	200	added ('OK')	image/gif	etag:%222c4253-50a-4f02eb0e%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/back-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/back-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:47	2319/2319	---M--	200	added ('OK')	image/gif	etag:%222c4254-90f-4f02eb0e%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/calf-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/calf-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:47	3088/3088	---M--	200	added ('OK')	image/gif	etag:%222c4255-c10-4f02eb0f%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/elbow-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/elbow-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
